dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-10-02T22-10-00Z,45.7616667,13.4963333,11.99,12.58,1802.29,0.407,-2.22,2.257,169.61,0.812,-2.145,2.294,159.27
2024-10-02T22-20-00Z,45.7616667,13.4963333,11.97,12.61,1854.62,0.676,-2.2,2.302,162.92,1.086,-2.135,2.395,153.04
2024-10-02T22-30-00Z,45.7616667,13.4963333,11.95,12.65,1809.08,0.629,-2.282,2.367,164.59,0.943,-2.074,2.278,155.55
2024-10-02T22-40-00Z,45.7616667,13.4963333,11.98,12.69,1940.18,0.538,-2.276,2.339,166.7,1.019,-2.271,2.489,155.83
2024-10-02T22-50-00Z,45.7616667,13.4963333,11.98,12.72,1930.35,0.646,-2.25,2.341,163.98,1.105,-2.23,2.489,153.64
2024-10-02T23-00-00Z,45.7616667,13.4963333,11.94,12.75,1967.24,0.433,-2.374,2.413,169.66,0.894,-2.335,2.5,159.05
2024-10-02T23-10-00Z,45.7616667,13.4963333,11.95,12.77,1996.94,0.637,-2.398,2.481,165.12,1.116,-2.306,2.562,154.18
2024-10-02T23-20-00Z,45.7616667,13.4963333,11.9,12.79,1999.91,0.549,-2.442,2.503,167.33,1.008,-2.333,2.541,156.63
2024-10-02T23-30-00Z,45.7616667,13.4963333,11.89,12.81,2100.55,0.784,-2.412,2.536,161.99,1.285,-2.392,2.715,151.75
2024-10-02T23-40-00Z,45.7616667,13.4963333,11.88,12.82,2109.37,0.557,-2.524,2.585,167.56,0.978,-2.487,2.672,158.53
2024-10-02T23-50-00Z,45.7616667,13.4963333,11.86,12.83,2105.14,0.662,-2.59,2.673,165.66,1.186,-2.398,2.675,153.68
2024-10-03T00-00-00Z,45.7616667,13.4963333,11.85,12.83,2115.36,0.353,-2.601,2.625,172.27,0.991,-2.491,2.681,158.31
2024-10-03T00-10-00Z,45.7616667,13.4963333,11.8,12.83,2213.37,0.553,-2.644,2.701,168.19,1.083,-2.59,2.807,157.31
2024-10-03T00-20-00Z,45.7616667,13.4963333,11.78,12.83,2224.07,0.645,-2.694,2.77,166.54,1.22,-2.554,2.83,154.47
2024-10-03T00-30-00Z,45.7616667,13.4963333,11.81,12.83,2250.6,0.651,-2.725,2.802,166.56,1.199,-2.609,2.871,155.32
2024-10-03T00-40-00Z,45.7616667,13.4963333,11.8,12.83,2271.62,0.64,-2.79,2.862,167.08,1.183,-2.619,2.874,155.69
2024-10-03T00-50-00Z,45.7616667,13.4963333,11.78,12.83,2338.41,0.43,-2.825,2.858,171.35,1.06,-2.774,2.97,159.09
2024-10-03T01-00-00Z,45.7616667,13.4963333,11.79,12.82,2270.1,0.75,-2.836,2.933,165.19,1.295,-2.553,2.863,153.1
2024-10-03T01-10-00Z,45.7616667,13.4963333,11.74,12.82,2343.35,0.663,-2.825,2.902,166.79,1.245,-2.698,2.971,155.23
2024-10-03T01-20-00Z,45.7616667,13.4963333,11.84,12.81,2397.43,0.466,-2.862,2.9,170.75,1.099,-2.839,3.044,158.84
2024-10-03T01-30-00Z,45.7616667,13.4963333,11.79,12.81,2328.69,0.669,-2.859,2.936,166.83,1.249,-2.688,2.964,155.08
2024-10-03T01-40-00Z,45.7616667,13.4963333,11.77,12.8,2370.55,0.427,-2.986,3.016,171.86,1.106,-2.773,2.985,158.26
2024-10-03T01-50-00Z,45.7616667,13.4963333,11.79,12.8,2389.45,0.825,-2.91,3.025,164.17,1.412,-2.699,3.046,152.38
2024-10-03T02-00-00Z,45.7616667,13.4963333,11.75,12.8,2422.52,0.747,-2.97,3.063,165.88,1.329,-2.777,3.079,154.43
2024-10-03T02-10-00Z,45.7616667,13.4963333,11.79,12.79,2402.09,0.509,-3.036,3.078,170.48,1.116,-2.797,3.011,158.25
2024-10-03T02-20-00Z,45.7616667,13.4963333,11.78,12.79,2429.41,0.598,-3.063,3.121,168.95,1.267,-2.789,3.063,155.57
2024-10-03T02-30-00Z,45.7616667,13.4963333,11.79,12.78,2434.72,0.535,-3.061,3.107,170.09,1.108,-2.857,3.064,158.8
2024-10-03T02-40-00Z,45.7616667,13.4963333,11.76,12.76,2453.71,0.472,-3.05,3.086,171.2,1.079,-2.905,3.099,159.62
2024-10-03T02-50-00Z,45.7616667,13.4963333,11.75,12.75,2491.51,0.593,-3.153,3.208,169.35,1.266,-2.859,3.127,156.12
2024-10-03T03-00-00Z,45.7616667,13.4963333,11.77,12.75,2465.04,0.515,-3.087,3.13,170.53,1.147,-2.885,3.105,158.32
2024-10-03T03-20-00Z,45.7616667,13.4963333,11.75,12.72,2490.35,0.643,-3.041,3.108,168.06,1.285,-2.889,3.162,156.02
2024-10-03T03-30-00Z,45.7616667,13.4963333,11.74,12.71,2480.04,0.384,-3.121,3.145,172.99,0.99,-2.961,3.122,161.51
2024-10-03T03-40-00Z,45.7616667,13.4963333,11.78,12.7,2444.94,0.536,-3.037,3.084,169.99,1.19,-2.839,3.078,157.26
2024-10-03T03-50-00Z,45.7616667,13.4963333,11.83,12.68,2404.11,0.719,-3.017,3.101,166.6,1.295,-2.74,3.031,154.7
2024-10-03T04-00-00Z,45.7616667,13.4963333,11.86,12.67,2480.58,0.525,-3.061,3.106,170.27,1.188,-2.902,3.136,157.74
2024-10-03T04-10-00Z,45.7616667,13.4963333,11.83,12.66,2463.34,0.724,-3.026,3.111,166.54,1.342,-2.828,3.13,154.61
2024-10-03T04-20-00Z,45.7616667,13.4963333,11.85,12.65,2431.83,0.534,-3.034,3.081,170.02,1.121,-2.842,3.055,158.47
2024-10-03T04-30-00Z,45.7616667,13.4963333,11.83,12.64,2442.94,0.563,-3.065,3.116,169.59,1.149,-2.85,3.073,158.04
2024-10-03T04-40-00Z,45.7616667,13.4963333,11.83,12.62,2380.9,0.453,-3.039,3.073,171.52,1.032,-2.794,2.978,159.73
2024-10-03T04-50-00Z,45.7616667,13.4963333,11.88,12.61,2398.54,0.608,-2.947,3.009,168.34,1.163,-2.798,3.03,157.43
2024-10-03T05-00-00Z,45.7616667,13.4963333,11.89,12.6,2374,0.531,-2.942,2.99,169.77,1.068,-2.791,2.988,159.06
2024-10-03T05-10-00Z,45.7616667,13.4963333,11.88,12.59,2397.56,0.71,-2.95,3.034,166.47,1.232,-2.762,3.024,155.96
2024-10-03T05-20-00Z,45.7616667,13.4963333,11.93,12.57,2300.9,0.44,-2.842,2.876,171.2,1.031,-2.707,2.897,159.15
2024-10-03T05-30-00Z,45.7616667,13.4963333,11.93,12.56,2299.66,0.514,-2.842,2.888,169.75,1.08,-2.681,2.89,158.06
2024-10-03T05-40-00Z,45.7616667,13.4963333,11.93,12.55,2219.08,0.74,-2.729,2.828,164.83,1.261,-2.521,2.819,153.43
2024-10-03T05-50-00Z,45.7616667,13.4963333,11.97,12.54,2221.57,0.541,-2.79,2.842,169.03,1.089,-2.574,2.795,157.07
2024-10-03T06-00-00Z,45.7616667,13.4963333,12.01,12.53,2170.06,0.547,-2.726,2.78,168.65,1.066,-2.514,2.731,157.02
2024-10-03T06-10-00Z,45.7616667,13.4963333,12.04,12.52,2161.85,0.363,-2.712,2.736,172.38,0.948,-2.562,2.732,159.69
2024-10-03T06-20-00Z,45.7616667,13.4963333,12.06,12.5,2103.06,0.517,-2.577,2.628,168.66,1.085,-2.441,2.671,156.04
2024-10-03T06-30-00Z,45.7616667,13.4963333,12.07,12.49,2103.67,0.597,-2.585,2.653,167,1.056,-2.441,2.66,156.61
2024-10-03T06-40-00Z,45.7616667,13.4963333,12.14,12.48,2279.09,0.582,-2.534,2.6,167.06,0.995,-2.463,2.656,158
2024-10-03T06-50-00Z,45.7616667,13.4963333,12.14,12.46,2185.28,0.553,-2.516,2.576,167.6,0.955,-2.342,2.529,157.82
2024-10-03T07-00-00Z,45.7616667,13.4963333,12.21,12.45,2211.6,0.518,-2.517,2.57,168.37,1.012,-2.326,2.537,156.49
2024-10-03T07-10-00Z,45.7616667,13.4963333,12.21,12.44,2202.37,0.526,-2.464,2.52,167.95,0.963,-2.349,2.539,157.71
2024-10-03T07-20-00Z,45.7616667,13.4963333,12.23,12.42,2151.85,0.592,-2.405,2.477,166.17,0.944,-2.282,2.47,157.53
2024-10-03T07-30-00Z,45.7616667,13.4963333,12.22,12.4,2111.31,0.47,-2.325,2.372,168.57,0.861,-2.282,2.439,159.33
2024-10-03T07-40-00Z,45.7616667,13.4963333,12.19,12.39,2094.98,0.48,-2.359,2.407,168.5,0.862,-2.26,2.419,159.12
2024-10-03T07-50-00Z,45.7616667,13.4963333,12.21,12.37,2073.24,0.594,-2.35,2.424,165.81,0.978,-2.179,2.388,155.83
2024-10-03T08-00-00Z,45.7616667,13.4963333,12.21,12.36,2022.25,0.519,-2.232,2.292,166.91,0.95,-2.144,2.345,156.1
2024-10-03T08-10-00Z,45.7616667,13.4963333,12.19,12.34,2003.68,0.434,-2.273,2.314,169.19,0.858,-2.15,2.315,158.24
2024-10-03T08-20-00Z,45.7616667,13.4963333,12.19,12.32,1975.15,0.541,-2.272,2.336,166.61,0.849,-2.087,2.253,157.86
2024-10-03T08-30-00Z,45.7616667,13.4963333,12.17,12.31,1945.51,0.513,-2.184,2.243,166.78,0.972,-2.044,2.263,154.57
2024-10-03T08-40-00Z,45.7616667,13.4963333,12.14,12.3,1903.18,0.425,-2.169,2.21,168.91,0.82,-2.072,2.228,158.41
2024-10-03T08-50-00Z,45.7616667,13.4963333,12.15,12.29,1869.75,0.495,-2.089,2.147,166.67,0.901,-2.019,2.211,155.95
2024-10-03T09-00-00Z,45.7616667,13.4963333,12.12,12.28,1832.36,0.423,-2.092,2.134,168.57,0.787,-1.986,2.136,158.38
2024-10-03T09-10-00Z,45.7616667,13.4963333,12.14,12.26,1805.7,0.463,-2.061,2.112,167.34,0.859,-1.926,2.109,155.96
